PANGO	REPO	MILESTONE	ISSUE	LABELS	STATE	REASON	UNALIASED
HN.2	sars-cov-2-variants/lineage-proposals	213	676	To be proposed, S:456, S:478, Mutations outside spike, partially designated	CLOSED	COMPLETED	XBB.1.9.1.1.5.1.2
HN.2.1	sars-cov-2-variants/lineage-proposals	213	676	To be proposed, S:456, S:478, Mutations outside spike, partially designated	CLOSED	COMPLETED	XBB.1.9.1.1.5.1.2.1
HN.3.1	sars-cov-2-variants/lineage-proposals	206	383	S:456, S:478, designated, s:494, S:253	CLOSED	COMPLETED	XBB.1.9.1.1.5.1.3.1
HN.4.1	sars-cov-2-variants/lineage-proposals	365	1054	S:456, S:478, S:452, designated, S:554, S:68, S:1020, S:701	CLOSED	COMPLETED	XBB.1.9.1.1.5.1.4.1
HN.4.1.1	sars-cov-2-variants/lineage-proposals	365	1054	S:456, S:478, S:452, designated, S:554, S:68, S:1020, S:701	CLOSED	COMPLETED	XBB.1.9.1.1.5.1.4.1.1
HN.4.2	sars-cov-2-variants/lineage-proposals	364	971	S:456, S:478, Emerged in an undersampled area, designated, S:14	CLOSED	NOT_PLANNED	XBB.1.9.1.1.5.1.4.2
HN.5	sars-cov-2-variants/lineage-proposals	204	936	S:456, S:478, Multiple lineages, partially designated, 554k	CLOSED	COMPLETED	XBB.1.9.1.1.5.1.5
HN.8	cov-lineages/pango-designation	831	2438	monitor	CLOSED	COMPLETED	XBB.1.9.1.1.5.1.8
HN.8	sars-cov-2-variants/lineage-proposals	392	996	To be proposed, S:456, S:478, Insertion, High local prevalence, Apparently slow, designated, S:248, spike diversity	CLOSED	COMPLETED	XBB.1.9.1.1.5.1.8
FL.1.5.2	sars-cov-2-variants/lineage-proposals	256	614	S:456, S:490, designated, combo	CLOSED	COMPLETED	XBB.1.9.1.1.5.2
KC.1	sars-cov-2-variants/lineage-proposals	256	614	S:456, S:490, designated, combo	CLOSED	COMPLETED	XBB.1.9.1.1.5.2.1
FL.1.6	sars-cov-2-variants/lineage-proposals	112	59	Multiple lineages, designated	CLOSED	NOT_PLANNED	XBB.1.9.1.1.6
FL.1.8	sars-cov-2-variants/lineage-proposals	362	1058	S:478, Emerged in an undersampled area, designated, S:521, ORF9b	CLOSED	COMPLETED	XBB.1.9.1.1.8
FL.10	sars-cov-2-variants/lineage-proposals	307	28	recombinant, Unclear tree, designated	CLOSED	COMPLETED	XBB.1.9.1.10
FL.10.1	cov-lineages/pango-designation	793	2040		CLOSED	COMPLETED	XBB.1.9.1.10.1
FL.10.2	sars-cov-2-variants/lineage-proposals	351	527	Saltation, S:356, designated	CLOSED	COMPLETED	XBB.1.9.1.10.2
FL.11	cov-lineages/pango-designation	752	1947	designated, XBB	CLOSED	COMPLETED	XBB.1.9.1.11
FL.13.1	cov-lineages/pango-designation	761	1996		CLOSED	COMPLETED	XBB.1.9.1.13.1
FL.13.2	cov-lineages/pango-designation	789	2073	designated	CLOSED	COMPLETED	XBB.1.9.1.13.2
FL.13.2	sars-cov-2-variants/lineage-proposals	318	104	To be proposed, Convergent evolution, S:356, designated	CLOSED	COMPLETED	XBB.1.9.1.13.2
FL.13.4	sars-cov-2-variants/lineage-proposals	180	638	S:456, Emerged in an undersampled area, designated, S:484K, S:14, s:182, PLPro, spike diversity	CLOSED	COMPLETED	XBB.1.9.1.13.4
FL.13.4.1	sars-cov-2-variants/lineage-proposals	180	638	S:456, Emerged in an undersampled area, designated, S:484K, S:14, s:182, PLPro, spike diversity	CLOSED	COMPLETED	XBB.1.9.1.13.4.1
FL.13.5	sars-cov-2-variants/lineage-proposals	181	692	S:456, Emerged in an undersampled area, High local prevalence, designated	CLOSED	COMPLETED	XBB.1.9.1.13.5
FL.15	cov-lineages/pango-designation	760	1994	designated	CLOSED	COMPLETED	XBB.1.9.1.15
FL.15	sars-cov-2-variants/lineage-proposals	306	27	To be proposed, Convergent evolution, S:456, designated	CLOSED	COMPLETED	XBB.1.9.1.15
FL.15.1	sars-cov-2-variants/lineage-proposals	139	646	To be proposed, designated, FLip, S:475	CLOSED	COMPLETED	XBB.1.9.1.15.1
FL.15.1.1	sars-cov-2-variants/lineage-proposals	139	646	To be proposed, designated, FLip, S:475	CLOSED	COMPLETED	XBB.1.9.1.15.1.1
KF.1	sars-cov-2-variants/lineage-proposals	278	890	designated, FLip, S:475, S:251	CLOSED	COMPLETED	XBB.1.9.1.15.1.1.1
KF.2	sars-cov-2-variants/lineage-proposals	277	1111	designated, FLip, S:475, s:182, S:183, 2nuc mutation	CLOSED	COMPLETED	XBB.1.9.1.15.1.1.2
FL.15.2	sars-cov-2-variants/lineage-proposals	138	578	To be proposed, S:456, designated, S:14, combo	CLOSED	COMPLETED	XBB.1.9.1.15.2
FL.15.4	sars-cov-2-variants/lineage-proposals	238	547	S:456, designated, S:14	CLOSED	COMPLETED	XBB.1.9.1.15.4
FL.16	cov-lineages/pango-designation	777	2001	designated	CLOSED	COMPLETED	XBB.1.9.1.16
FL.16	sars-cov-2-variants/lineage-proposals	312	62	To be proposed, designated	CLOSED	COMPLETED	XBB.1.9.1.16
FL.17.2	sars-cov-2-variants/lineage-proposals	294	53	Convergent evolution, S:452, designated	CLOSED	COMPLETED	XBB.1.9.1.17.2
FL.18.1	cov-lineages/pango-designation	790	2019	designated	CLOSED	COMPLETED	XBB.1.9.1.18.1
FL.18.1.1	sars-cov-2-variants/lineage-proposals	301	73	To be proposed, Rapid review needed, Convergent evolution, Stepwise evolution, designated	CLOSED	COMPLETED	XBB.1.9.1.18.1.1
FL.19.1	cov-lineages/pango-designation	800	2138	designated	CLOSED	COMPLETED	XBB.1.9.1.19.1
FL.19.1	sars-cov-2-variants/lineage-proposals	349	442	To be proposed, Rapid review needed, S:456, designated	CLOSED	COMPLETED	XBB.1.9.1.19.1
FL.2.3	cov-lineages/pango-designation	774	2016	designated	CLOSED	COMPLETED	XBB.1.9.1.2.3
FL.2.3	sars-cov-2-variants/lineage-proposals	299	78	Mutations outside spike, designated	CLOSED	COMPLETED	XBB.1.9.1.2.3
FL.2.5	sars-cov-2-variants/lineage-proposals	65	342	New mutations, Apparently slow, designated	CLOSED	NOT_PLANNED	XBB.1.9.1.2.5
FL.2.6	cov-lineages/pango-designation	810	2180	designated	CLOSED	COMPLETED	XBB.1.9.1.2.6
FL.2.6	sars-cov-2-variants/lineage-proposals	350	520	New mutations, Emerged in an undersampled area, designated	CLOSED	COMPLETED	XBB.1.9.1.2.6
FL.2.7	sars-cov-2-variants/lineage-proposals	377	552	S:478, Emerged in an undersampled area, designated	CLOSED	NOT_PLANNED	XBB.1.9.1.2.7
FL.2.7.1	sars-cov-2-variants/lineage-proposals	377	552	S:478, Emerged in an undersampled area, designated	CLOSED	NOT_PLANNED	XBB.1.9.1.2.7.1
FL.20	cov-lineages/pango-designation	791	2072	designated	CLOSED	COMPLETED	XBB.1.9.1.20
FL.20	sars-cov-2-variants/lineage-proposals	316	95	To be proposed, Convergent evolution, S:456, designated	CLOSED	COMPLETED	XBB.1.9.1.20
FL.20.1	cov-lineages/pango-designation	796	2145		CLOSED	COMPLETED	XBB.1.9.1.20.1
FL.20.1	sars-cov-2-variants/lineage-proposals	343	295	To be proposed, Rapid review needed, Convergent evolution, designated, S:455	CLOSED	COMPLETED	XBB.1.9.1.20.1
FL.20.2	sars-cov-2-variants/lineage-proposals	125	571	S:456, S:478, S:452, designated, S:52, partially designated, combo	CLOSED	NOT_PLANNED	XBB.1.9.1.20.2
FL.21.1	cov-lineages/pango-designation	798	2143		CLOSED	COMPLETED	XBB.1.9.1.21.1
FL.21.1	sars-cov-2-variants/lineage-proposals	345	310	To be proposed, designated, S:554, partially designated	CLOSED	COMPLETED	XBB.1.9.1.21.1
FL.21.2	sars-cov-2-variants/lineage-proposals	49	187	Mutations outside spike, designated	CLOSED	COMPLETED	XBB.1.9.1.21.2
FL.23.2	sars-cov-2-variants/lineage-proposals	185	381	Convergent evolution, Emerged in an undersampled area, Apparently slow, designated	CLOSED	NOT_PLANNED	XBB.1.9.1.23.2
FL.24	sars-cov-2-variants/lineage-proposals	340	284	S:613, designated	CLOSED	COMPLETED	XBB.1.9.1.24
FL.24.1	sars-cov-2-variants/lineage-proposals	363	789	S:478, Emerged in an undersampled area, S:613, designated	CLOSED	COMPLETED	XBB.1.9.1.24.1
FL.25	cov-lineages/pango-designation	793	2040		CLOSED	COMPLETED	XBB.1.9.1.25
FL.29	sars-cov-2-variants/lineage-proposals	27	119	New mutations, Convergent evolution, S:490, designated	CLOSED	COMPLETED	XBB.1.9.1.29
FL.30	cov-lineages/pango-designation	814	2206	designated	CLOSED	COMPLETED	XBB.1.9.1.30
FL.31.1	sars-cov-2-variants/lineage-proposals	128	836	Rapid review needed, S:478, Emerged in an undersampled area, S:613, High local prevalence, designated	CLOSED	COMPLETED	XBB.1.9.1.31.1
FL.32	sars-cov-2-variants/lineage-proposals	129	719	S:456, designated, S:554, combo	CLOSED	COMPLETED	XBB.1.9.1.32
FL.32.1	sars-cov-2-variants/lineage-proposals	129	719	S:456, designated, S:554, combo	CLOSED	COMPLETED	XBB.1.9.1.32.1
FL.33.1	sars-cov-2-variants/lineage-proposals	126	828	help wanted, Unclear tree, S:478, designated	CLOSED	COMPLETED	XBB.1.9.1.33.1
FL.36	sars-cov-2-variants/lineage-proposals	137	805	Saltation, S:356, designated, S:572	CLOSED	COMPLETED	XBB.1.9.1.36
FL.38	sars-cov-2-variants/lineage-proposals	366	1001	S:478, Emerged in an undersampled area, S:613, designated	CLOSED	COMPLETED	XBB.1.9.1.38
FL.4.1.1	sars-cov-2-variants/lineage-proposals	320	107	Convergent evolution, S:478, designated	CLOSED	NOT_PLANNED	XBB.1.9.1.4.1.1
FL.4.10	sars-cov-2-variants/lineage-proposals	325	117	Mutations outside spike, designated	CLOSED	COMPLETED	XBB.1.9.1.4.10
FL.4.11	sars-cov-2-variants/lineage-proposals	115	140	help wanted, Unclear tree, designated	CLOSED	COMPLETED	XBB.1.9.1.4.11
FL.4.3	sars-cov-2-variants/lineage-proposals	11	153	New mutations, designated	CLOSED	COMPLETED	XBB.1.9.1.4.3
FL.4.7	sars-cov-2-variants/lineage-proposals	314	92	Convergent evolution, S:452, designated	CLOSED	COMPLETED	XBB.1.9.1.4.7
FL.4.9	sars-cov-2-variants/lineage-proposals	335	216	New mutations, designated	CLOSED	COMPLETED	XBB.1.9.1.4.9
FL.5.1	sars-cov-2-variants/lineage-proposals	304	67	To be proposed, Convergent evolution, designated	CLOSED	COMPLETED	XBB.1.9.1.5.1
EG.1	cov-lineages/pango-designation	654	1664	designated, XBB	CLOSED	COMPLETED	XBB.1.9.2.1
EG.1.2	cov-lineages/pango-designation	744	1711	designated, XBB	CLOSED	COMPLETED	XBB.1.9.2.1.2
EG.10	sars-cov-2-variants/lineage-proposals	38	346	Rapid review needed, S:403, designated	CLOSED	COMPLETED	XBB.1.9.2.10
EG.10.1	sars-cov-2-variants/lineage-proposals	38	346	Rapid review needed, S:403, designated	CLOSED	COMPLETED	XBB.1.9.2.10.1
EG.11	sars-cov-2-variants/lineage-proposals	62	523	designated, S:554	CLOSED	COMPLETED	XBB.1.9.2.11
EG.14	sars-cov-2-variants/lineage-proposals	360	551	To be proposed, Mutations outside spike	CLOSED	COMPLETED	XBB.1.9.2.14
EG.2.2	sars-cov-2-variants/lineage-proposals	100	517	To be proposed, Multiple lineages, designated, S:304, partially designated	CLOSED	COMPLETED	XBB.1.9.2.2.2
EG.2.3	sars-cov-2-variants/lineage-proposals	92	587	New mutations, S:478, designated	CLOSED	COMPLETED	XBB.1.9.2.2.3
EG.2.4	sars-cov-2-variants/lineage-proposals	91	586	S:478, S:356, designated	CLOSED	COMPLETED	XBB.1.9.2.2.4
EG.2.5	sars-cov-2-variants/lineage-proposals	95	445	S:478, designated, S:675	CLOSED	COMPLETED	XBB.1.9.2.2.5
EG.4.2	sars-cov-2-variants/lineage-proposals	5	46	New mutations, Apparently slow	CLOSED	COMPLETED	XBB.1.9.2.4.2
EG.5	cov-lineages/pango-designation	735	1918	designated, XBB	CLOSED	COMPLETED	XBB.1.9.2.5
EG.5.1.1	cov-lineages/pango-designation	785	2020	designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.1
EG.5.1.1	sars-cov-2-variants/lineage-proposals	300	76	Mutations outside spike, designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.1
HK.1	sars-cov-2-variants/lineage-proposals	23	359	New mutations, Rapid review needed	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.1
HK.1.1	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.1.1
HK.1.2	sars-cov-2-variants/lineage-proposals	156	631	designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.1.2
HK.11	sars-cov-2-variants/lineage-proposals	105	575	New mutations, S:456, designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.11
HK.11.1	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.11.1
HK.13	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.13
HK.13.2	sars-cov-2-variants/lineage-proposals	154	943	designated, partially designated, FLip, S:474, S:797, S:1153	CLOSED	NOT_PLANNED	XBB.1.9.2.5.1.1.13.2
HK.13.2.1	cov-lineages/pango-designation	841	2480		CLOSED	COMPLETED	XBB.1.9.2.5.1.1.13.2.1
HK.13.2.1	sars-cov-2-variants/lineage-proposals	418	1151	designated, S:52, FLip, S:797, S:1153, S:250	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.13.2.1
HK.14	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.14
HK.15	sars-cov-2-variants/lineage-proposals	158	588	New mutations, S:456, designated, S:262	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.15
HK.16	sars-cov-2-variants/lineage-proposals	160	841	S:456, designated, S:52, S:684, S:1264	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.16
HK.18	sars-cov-2-variants/lineage-proposals	161	800	S:456, S:452, designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.18
HK.2	sars-cov-2-variants/lineage-proposals	32	432	New mutations, Rapid review needed, designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.2
HK.2.1	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.2.1
HK.20	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.20
HK.20.1	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.20.1
HK.21	sars-cov-2-variants/lineage-proposals	223	1014	To be proposed, Rapid review needed, S:456, Multiple lineages, designated, S:52, partially designated, S:470	CLOSED	NOT_PLANNED	XBB.1.9.2.5.1.1.21
HK.23.1	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.23.1
HK.23.1.1	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.23.1.1
HK.24.1	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.24.1
HK.25	sars-cov-2-variants/lineage-proposals	252	986	Saltation, S:356, designated, TRS??, S:681	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.25
HK.26	sars-cov-2-variants/lineage-proposals	255	763	designated, FLip, S:475	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.26
HK.26.1	sars-cov-2-variants/lineage-proposals	255	763	designated, FLip, S:475	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.26.1
HK.27.1	sars-cov-2-variants/lineage-proposals	257	525	S:456, designated, S:455, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.27.1
HK.3	sars-cov-2-variants/lineage-proposals	19	414	To be proposed, Rapid review needed, designated, S:455	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.3
HK.3.1	sars-cov-2-variants/lineage-proposals	82	580	designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.3.1
HK.3.10	sars-cov-2-variants/lineage-proposals	247	1055	Interesting diversity in the tree, S:52, FLip, S:1078, S:1162	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.3.10
HK.3.12	sars-cov-2-variants/lineage-proposals	272	886	designated, S:52, FLip, S:688	CLOSED	NOT_PLANNED	XBB.1.9.2.5.1.1.3.12
HK.3.13	sars-cov-2-variants/lineage-proposals	271	601	S:456, Multiple lineages, S:14, partially designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.3.13
HK.3.14	sars-cov-2-variants/lineage-proposals	398	978	S:456, Multiple lineages, designated, S:52, S:475, EG.5.1	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.3.14
HK.3.2	sars-cov-2-variants/lineage-proposals	117	730	designated, S:14, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.3.2
HK.3.2.1	sars-cov-2-variants/lineage-proposals	237	955	To be proposed, Rapid review needed, designated, partially designated, spike diversity, HK.3.2	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.3.2.1
HK.3.2.2	sars-cov-2-variants/lineage-proposals	250	867	Truncated Orf(3-10), designated, S:52, FLip, S:185	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.3.2.2
HK.3.3	sars-cov-2-variants/lineage-proposals	114	744	designated, FLip, S:256	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.3.3
HK.3.4	sars-cov-2-variants/lineage-proposals	190	764	designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.3.4
HK.3.5	sars-cov-2-variants/lineage-proposals	191	865	Deletions/Truncations/Frameshifted, designated, FLip, S:174	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.3.5
HK.3.6	sars-cov-2-variants/lineage-proposals	192	809	designated, FLip, s:180-185	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.3.6
HK.3.7	sars-cov-2-variants/lineage-proposals	193	793	designated, FLip, S:171	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.3.7
HK.3.8	sars-cov-2-variants/lineage-proposals	236	1018	designated, S:554, S:52, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.3.8
HK.3.9	sars-cov-2-variants/lineage-proposals	248	1092	Rapid review needed, S:52, FLip, s:732	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.3.9
HK.32	sars-cov-2-variants/lineage-proposals	271	601	S:456, Multiple lineages, S:14, partially designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.32
HK.33	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.33
HK.34	sars-cov-2-variants/lineage-proposals	273	905	S:456, designated, S:186	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.34
HK.34.1	sars-cov-2-variants/lineage-proposals	282	1048	S:356, Multiple lineages, designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.34.1
HK.6	sars-cov-2-variants/lineage-proposals	348	505	Convergent evolution, designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.6
HK.8	cov-lineages/pango-designation	817	2230	designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.8
HK.8.1	sars-cov-2-variants/lineage-proposals	240	794	designated, S:52, FLip, S:1153	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.8.1
HK.9	sars-cov-2-variants/lineage-proposals	102	564	New mutations, designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.1.9
JR.1.1	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.11.1.1
JR.1.1.1	sars-cov-2-variants/lineage-proposals	261	1015	S:478, S:356, designated, S:52, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.11.1.1.1
EG.5.1.16	sars-cov-2-variants/lineage-proposals	258	899	designated, Branch	CLOSED	COMPLETED	XBB.1.9.2.5.1.16
EG.5.1.17	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.17
EG.5.1.19	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.19
EG.5.1.2	sars-cov-2-variants/lineage-proposals	52	301	New mutations, To be proposed, designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.2
EG.5.1.3	sars-cov-2-variants/lineage-proposals	24	222	Mutations outside spike, designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.3
JG.1	sars-cov-2-variants/lineage-proposals	94	519	Convergent evolution, designated, partially designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.3.1
JG.2	sars-cov-2-variants/lineage-proposals	107	602	S:456, designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.3.2
JG.3	cov-lineages/pango-designation	820	2231		CLOSED	COMPLETED	XBB.1.9.2.5.1.3.3
JG.3	sars-cov-2-variants/lineage-proposals	122	664	S:456, designated, S:455, S:704, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.3.3
JG.3.1	sars-cov-2-variants/lineage-proposals	189	829	designated, FLip, S:307	CLOSED	COMPLETED	XBB.1.9.2.5.1.3.3.1
JG.3.2	sars-cov-2-variants/lineage-proposals	228	1036	designated, S:450, S:52, S:704, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.3.3.2
JG.3.3	sars-cov-2-variants/lineage-proposals	227	983	designated, S:52, S:704, FLip, S:83, 2nuc mutation	CLOSED	COMPLETED	XBB.1.9.2.5.1.3.3.3
JG.3.4	sars-cov-2-variants/lineage-proposals	367	1081	S:478, designated, S:52, S:704, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.3.3.4
EG.5.1.4	cov-lineages/pango-designation	801	2117	designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.4
EG.5.1.4	sars-cov-2-variants/lineage-proposals	18	428	To be proposed, Mutations outside spike, designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.4
JJ.1	cov-lineages/pango-designation	816	2208	designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.4.1
JJ.1	sars-cov-2-variants/lineage-proposals	103	644	S:456, designated, S:455, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.4.1
EG.5.1.6	sars-cov-2-variants/lineage-proposals	15	394	Convergent evolution, designated	CLOSED	COMPLETED	XBB.1.9.2.5.1.6
HV.1.1	sars-cov-2-variants/lineage-proposals	151	866	S:456, S:452, S:444, designated, S:52	CLOSED	COMPLETED	XBB.1.9.2.5.1.6.1.1
HV.1.2	sars-cov-2-variants/lineage-proposals	268	957	partially designated, spike diversity, HV.1	CLOSED	NOT_PLANNED	XBB.1.9.2.5.1.6.1.2
HV.1.3	sars-cov-2-variants/lineage-proposals	152	924	S:456, S:452, designated, S:493	CLOSED	COMPLETED	XBB.1.9.2.5.1.6.1.3
HV.1.4	sars-cov-2-variants/lineage-proposals	268	957	partially designated, spike diversity, HV.1	CLOSED	NOT_PLANNED	XBB.1.9.2.5.1.6.1.4
HV.1.5	sars-cov-2-variants/lineage-proposals	268	957	partially designated, spike diversity, HV.1	CLOSED	NOT_PLANNED	XBB.1.9.2.5.1.6.1.5
HV.1.6.1	sars-cov-2-variants/lineage-proposals	268	957	partially designated, spike diversity, HV.1	CLOSED	NOT_PLANNED	XBB.1.9.2.5.1.6.1.6.1
KL.1	sars-cov-2-variants/lineage-proposals	397	1174	To be proposed, S:456, Small clusters ??, S:452, S:444, S:52, S:704	CLOSED	COMPLETED	XBB.1.9.2.5.1.6.1.6.1.1
HV.1.7	sars-cov-2-variants/lineage-proposals	268	957	partially designated, spike diversity, HV.1	CLOSED	NOT_PLANNED	XBB.1.9.2.5.1.6.1.7
HV.1.8	cov-lineages/pango-designation	828	2432		CLOSED	COMPLETED	XBB.1.9.2.5.1.6.1.8
HV.1.8	sars-cov-2-variants/lineage-proposals	268	957	partially designated, spike diversity, HV.1	CLOSED	NOT_PLANNED	XBB.1.9.2.5.1.6.1.8
HV.1.9	sars-cov-2-variants/lineage-proposals	268	957	partially designated, spike diversity, HV.1	CLOSED	NOT_PLANNED	XBB.1.9.2.5.1.6.1.9
HV.2	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.6.2
EG.5.1.8	sars-cov-2-variants/lineage-proposals	220	537	To be proposed, S:456, Multiple lineages, designated, S:455, partially designated, FLip	CLOSED	COMPLETED	XBB.1.9.2.5.1.8
KB.1	sars-cov-2-variants/lineage-proposals	242	847	designated, FLip, S:654	CLOSED	COMPLETED	XBB.1.9.2.5.1.8.1
KB.3	sars-cov-2-variants/lineage-proposals	259	1052	High local prevalence, designated, S:52, FLip, S:83, N Glycan	CLOSED	COMPLETED	XBB.1.9.2.5.1.8.3
KB.4	sars-cov-2-variants/lineage-proposals	253	891	designated, S:52, FLip, S:95	CLOSED	NOT_PLANNED	XBB.1.9.2.5.1.8.4
EG.5.2.1	sars-cov-2-variants/lineage-proposals	42	189	Rapid review needed, Convergent evolution, designated	CLOSED	COMPLETED	XBB.1.9.2.5.2.1
EG.5.2.3	sars-cov-2-variants/lineage-proposals	41	353	recombinant, designated	CLOSED	COMPLETED	XBB.1.9.2.5.2.3
EG.5.2.4	sars-cov-2-variants/lineage-proposals	246	770	recombinant, S:456, Multiple lineages, designated, S:679, XDG	CLOSED	COMPLETED	XBB.1.9.2.5.2.4
EG.6.1	cov-lineages/pango-designation	768	1950	XBB	CLOSED	COMPLETED	XBB.1.9.2.6.1
EG.6.1.1	sars-cov-2-variants/lineage-proposals	111	546	designated, S:484K	CLOSED	COMPLETED	XBB.1.9.2.6.1.1
EG.6.1.2	sars-cov-2-variants/lineage-proposals	150	826	S:456, designated, S:705	CLOSED	COMPLETED	XBB.1.9.2.6.1.2
EG.7	sars-cov-2-variants/lineage-proposals	310	56	New mutations, Convergent evolution, Apparently slow, designated	CLOSED	COMPLETED	XBB.1.9.2.7
EG.9	sars-cov-2-variants/lineage-proposals	37	280	New mutations, Rapid review needed, designated	CLOSED	COMPLETED	XBB.1.9.2.9
EG.9.1	sars-cov-2-variants/lineage-proposals	36	57	Convergent evolution, S:403, designated	CLOSED	COMPLETED	XBB.1.9.2.9.1
XBB.2.3	cov-lineages/pango-designation	641	1603	designated, recommended, XBB	CLOSED	COMPLETED	XBB.2.3
XBB.2.3.1	cov-lineages/pango-designation	706	1775	designated, XBB	CLOSED	COMPLETED	XBB.2.3.1
GE.1.1	sars-cov-2-variants/lineage-proposals	69	367	S:478, designated, S:554, S:521	CLOSED	COMPLETED	XBB.2.3.10.1.1
